accident_severity,time,day_of_week,road_surface_type,light_conditions,weather_conditions,type_of_collision,area_accident_occured
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Fog or mist,Rollover,Unknown
2.0,17:20:00,Thursday,Asphalt roads,Darkness - lights lit,Fog or mist,Rollover,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Fog or mist,Vehicle with vehicle collision,Unknown
2.0,8:10:00,Monday,Asphalt roads,Daylight,Fog or mist,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Fog or mist,Vehicle with vehicle collision,Unknown
2.0,17:20:00,Thursday,Asphalt roads,Darkness - lights lit,Fog or mist,Vehicle with vehicle collision, Church areas
2.0,Unknown,Unknown,Earth roads,Daylight,Fog or mist,Vehicle with vehicle collision,Unknown
2.0,8:10:00,Monday,Earth roads,Daylight,Fog or mist,Vehicle with vehicle collision,  Recreational areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Fog or mist,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads with some distress,Daylight,Fog or mist,Vehicle with vehicle collision,Unknown
2.0,11:30:00,Tuesday,Asphalt roads with some distress,Daylight,Fog or mist,Vehicle with vehicle collision,Office areas
2.0,8:10:00,Monday,Asphalt roads,Daylight,Fog or mist,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,16:00:00,Sunday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision, Church areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,15:47:00,Thursday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,11:36:00,Friday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,Unknown
2.0,18:30:00,Sunday,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,Rural village areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,11:30:00,Friday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Unknown
2.0,14:00:00,Saturday,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,17:45:00,Monday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Residential areas
1.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,15:09:00,Thursday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision, Church areas
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Unknown
2.0,9:04:00,Tuesday,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,12:15:00,Saturday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,7:30:00,Tuesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Earth roads,Daylight,Normal,Collision with pedestrians,Unknown
2.0,12:20:00,Friday,Earth roads,Daylight,Normal,Collision with pedestrians,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,13:15:00,Sunday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision, Church areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,6:12:00,Saturday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision, Industrial areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,17:43:00,Friday,Asphalt roads,Daylight,Normal,Collision with roadside objects,  Market areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with pedestrians,Unknown
2.0,8:32:00,Sunday,Asphalt roads,Daylight,Normal,Collision with pedestrians, Industrial areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside-parked vehicles,Unknown
2.0,20:30:00,Friday,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside-parked vehicles,Office areas
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,21:34:00,Sunday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision, Church areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,22:20:00,Sunday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,9:48:00,Friday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,13:35:00,Wednesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
1.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,17:50:00,Monday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision, Church areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,11:40:00,Tuesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,15:30:00,Wednesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision, Church areas
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,Unknown
2.0,23:30:00,Friday,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,Office areas
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,Unknown
2.0,3:00:00,Sunday,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians, Church areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,20:30:00,Wednesday,Asphalt roads,Daylight,Normal,Collision with roadside objects, Industrial areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,9:40:00,Sunday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside-parked vehicles,Unknown
2.0,17:00:00,Tuesday,Asphalt roads,Daylight,Normal,Collision with roadside-parked vehicles,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,19:01:00,Thursday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,18:58:00,Thursday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,0:01:00,Saturday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,20:19:00,Monday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,17:45:00,Sunday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,20:39:00,Saturday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,School areas
2.0,3:55:00,Monday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other
1.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,17:30:00,Tuesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,7:50:00,Wednesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,17:32:00,Tuesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,8:29:00,Wednesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision, Church areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,9:20:00,Thursday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision, Hospital areas
1.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,17:00:00,Sunday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,19:00:00,Wednesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
1.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,15:50:00,Saturday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,15:48:00,Sunday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,9:20:00,Tuesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,19:37:00,Thursday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,7:46:00,Tuesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with animals,Unknown
2.0,14:35:00,Friday,Asphalt roads,Daylight,Normal,Collision with animals,  Market areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with pedestrians,Unknown
2.0,14:34:00,Friday,Asphalt roads,Daylight,Normal,Collision with pedestrians,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,19:32:00,Friday,Asphalt roads,Daylight,Normal,Collision with roadside objects,  Market areas
1.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,14:33:00,Sunday,Asphalt roads,Daylight,Normal,Collision with roadside objects, Outside rural areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,11:19:00,Thursday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,18:03:00,Thursday,Asphalt roads,Daylight,Normal,Collision with roadside objects, Church areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Rollover,Unknown
2.0,22:20:00,Tuesday,Asphalt roads,Darkness - lights lit,Normal,Rollover,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,1:50:00,Friday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,0:44:00,Saturday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,19:31:00,Thursday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,20:20:00,Thursday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,15:30:00,Saturday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision, Industrial areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,8:17:00,Tuesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,16:32:00,Monday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,School areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,8:50:00,Friday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,8:55:00,Tuesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,18:15:00,Thursday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Earth roads,Daylight,Normal,Collision with animals,Unknown
2.0,8:00:00,Wednesday,Earth roads,Daylight,Normal,Collision with animals,Office areas
2.0,Unknown,Unknown,Earth roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,9:30:00,Friday,Earth roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
1.0,Unknown,Unknown,Other,Daylight,Normal,Collision with pedestrians,Unknown
2.0,12:44:00,Sunday,Other,Daylight,Normal,Collision with pedestrians,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside-parked vehicles,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,17:28:00,Monday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,17:30:00,Monday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,School areas
2.0,17:02:00,Monday,Asphalt roads,Daylight,Normal,Collision with roadside-parked vehicles,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,17:20:00,Tuesday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with pedestrians,Unknown
2.0,15:00:00,Wednesday,Asphalt roads,Daylight,Normal,Collision with pedestrians,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,23:30:00,Sunday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,8:05:00,Thursday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision, Outside rural areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,19:00:00,Tuesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with pedestrians,Unknown
2.0,12:00:00,Saturday,Asphalt roads,Daylight,Normal,Collision with pedestrians,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside-parked vehicles,Unknown
2.0,18:37:00,Wednesday,Asphalt roads,Daylight,Normal,Collision with roadside-parked vehicles,Office areas
2.0,Unknown,Unknown,Other,Daylight,Normal,Collision with animals,Unknown
2.0,18:36:00,Monday,Other,Daylight,Normal,Collision with animals,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,17:34:00,Monday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,20:41:00,Thursday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Unknown
2.0,18:35:00,Saturday,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,7:25:00,Monday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,18:30:00,Thursday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,20:10:00,Friday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,12:45:00,Monday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision, Church areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,14:00:00,Saturday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,17:25:00,Wednesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,8:00:00,Wednesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,8:02:00,Thursday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,16:50:00,Thursday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,13:52:00,Wednesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision, Church areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,11:04:00,Sunday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,7:30:00,Wednesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Other,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,19:31:00,Thursday,Other,Darkness - lights lit,Normal,Vehicle with vehicle collision, Church areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with animals,Unknown
2.0,13:10:00,Monday,Asphalt roads,Daylight,Normal,Collision with animals,  Market areas
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,23:35:00,Wednesday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,16:02:00,Sunday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
